Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000579,-0.17689068830440186,UACC257,Melanoma,Skin,Melanoma,10.405886025049597,Other
ACH-000580,-0.12996408128232906,C32,Melanoma,Skin,Melanoma,10.226532613058534,Other
ACH-000581,0.1364197154147141,SNU16,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.014717929860009,Other
ACH-000583,-1.0050757917259845,MC116,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,10.028734893484897,Other
ACH-000584,-0.24430240407127546,JHOS4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.00604550772652,Other
ACH-000585,-0.9115428503169043,EPLC272H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.029011086659068,Other
ACH-000587,-0.2338085249447191,NCIH1975,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.151777654732053,Other
ACH-000588,-0.6553423609563435,KMS26,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.18994807200375,Other
ACH-000662,-0.12147947017610439,CORL23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.813203997754291,Other
ACH-000663,-0.23907338292198954,OVTOKO,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.948396435642143,Other
ACH-000664,-1.3508952915110524,SUDHL1,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,9.425971153163538,Other
ACH-000665,-0.613563027338554,SKMES1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.535761377986656,Other
ACH-000666,-0.3436763641587954,NCIH1355,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.678424082592938,Other
ACH-000667,-0.13760315699324233,HCC44,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.812594487360505,Other
ACH-000668,-0.1123660286545165,HCC70,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.088920711518147,Other
ACH-000671,-0.8771339772368559,HUH6,Hepatoblastoma,Liver,Hepatoblastoma,9.183784233127527,Other
ACH-000652,-1.0319184546335416,SUIT2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.52561868196515,Other
ACH-000653,-0.9113585434866098,JJN3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.565292520581025,Other
ACH-000654,-1.5504919353108755,RAJI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.28621119595608,Other
ACH-000655,-0.8310632891260197,SF268,Diffuse Glioma,CNS/Brain,Diffuse Glioma,11.398797124098378,Other
ACH-000656,-2.1616206030805145,SUDHL8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.348728154231075,Other
ACH-000657,-0.4279895581299371,A2780,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.122957378695553,Other
ACH-000660,-1.5816595419317347,SUDHL5,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.070120944476823,Other
ACH-000661,-0.8755535896073988,WM1799,Melanoma,Skin,Melanoma,10.991663557685346,Other
ACH-000638,-0.46128938649809903,NCIH441,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.79449709689211,Other
ACH-000639,-0.4860756665977037,NCIH211,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.021951590962514,Other
ACH-000645,-0.10035158396489119,JL1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.345848743506068,Other
ACH-000646,-1.232673008443209,OVMANA,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,8.137042361437826,Other
ACH-000647,-1.3981093611275213,TE1,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.704508893996968,Other
ACH-000648,-0.5305318137770914,NCIH28,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.493034820653342,Other
ACH-000649,-0.7848173659088009,786O,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.816183681432342,Other
ACH-000651,-0.5879057327191254,SW620,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.49585502688717,Other
ACH-000624,-0.7961468768281152,HCC1806,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,8.964629666720596,Other
ACH-000627,-0.5171640613302912,LCLC103H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.71518983030284,Other
ACH-000630,-0.33814084371769493,YD8,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.554492924616138,Other
ACH-000631,-1.1973642280138943,KS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.436503346012906,Other
ACH-000632,-0.12247390912610112,HS944T,Melanoma,Skin,Melanoma,10.233859307196411,Other
ACH-000633,-0.47533775448405946,FU97,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.75648960675997,Other
ACH-000634,-0.5415921729881242,LN340,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.670036553757994,Other
ACH-000637,-0.34054305998805784,KYSE520,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.009268782265666,Other
ACH-000713,-1.0242866817626304,CAOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.181027988374952,Other
ACH-000714,-2.0710534987521414,KMS11,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.172927489603836,Other
ACH-000716,-0.9863523846578286,TT2609C02,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer,10.322942133381842,Other
ACH-000717,-0.3467737553815985,COLO680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.380461065088973,Other
ACH-000718,-2.247961894881743,NCIH2291,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.968666793195208,Other
ACH-000719,-1.5938935612321912,RMGI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.229780166733326,Other
ACH-000720,-0.2859889761628039,TCCSUP,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.653722868042433,Other
ACH-000721,-0.33558575365771076,HMC18,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.443461612227392,Other
ACH-000699,-0.27544070473368354,HCC1395,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.826627928663193,Other
ACH-000700,-0.320270743399846,NCIH2882,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.563386966162014,Other
ACH-000701,-0.43888506418622886,RMUGS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.337621901992508,Other
ACH-000702,-1.7793530346202036,L1236,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,9.81177605532666,Other
ACH-000704,-0.10539761408667858,OAW42,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.7038516770062,Other
ACH-000706,-0.43883132801953606,EKVX,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.941707895470469,Other
ACH-000709,-0.2714515629626249,KMRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.96262131780829,Other
ACH-000711,-1.2179158076057144,JIMT1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.17205240918307,Other
ACH-000685,-1.050463663059868,L33,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,8.88728155166999,Other
ACH-000688,0.029620041208179737,OV7,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,11.135452784185173,Other
ACH-000693,-1.1756637385915552,KYSE180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.262212323896437,Other
ACH-000694,-1.289890245286983,TE9,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.647368480069971,Other
ACH-000695,-0.22498075503350634,CORL47,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.79620188260992,Other
ACH-000696,-0.8329135750155419,OVCAR8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.814582465906277,Other
ACH-000697,-1.0094617515234823,A3KAW,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.148781613197997,Other
ACH-000698,-0.14932655715404825,DMS53,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.294850459112778,Other
ACH-000672,-1.0049890425362082,IALM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.892922223630592,Other
ACH-000673,-0.2592033230904778,LN443,Diffuse Glioma,CNS/Brain,Diffuse Glioma,11.23236096354254,Other
ACH-000676,-0.08299728786854588,LN464,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.284477117810422,Other
ACH-000677,-0.0591044637486029,SW1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.724786677447709,Other
ACH-000681,-0.5374813490604929,A549,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.637711669476824,Other
ACH-000682,-0.9394695398695954,SNU1066,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.672655164786727,Other
ACH-000683,-1.3360915926784265,SNU503,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.905025909978479,Other
ACH-000684,-0.301219520076934,KMRC1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.451211111832327,Other
ACH-000765,-0.3454030280554511,WM983B,Melanoma,Skin,Melanoma,10.653203362033976,Other
ACH-000766,-0.3345339413883766,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.953323448582964,Other
ACH-000767,-0.2272985001224076,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.600749214098084,Other
ACH-000768,-0.2784981075988627,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.876286710900883,Other
ACH-000769,-1.5053692679175352,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.83068949239034,Other
ACH-000770,-1.0856964401790807,P31FUJ,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,10.390276455551293,Other
ACH-000771,-0.5838617609158494,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.621648980340437,Other
ACH-000773,-0.9446565220423049,KIJK,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,9.954094503717382,Other
ACH-000754,-1.5267857667731568,L428,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,10.156967893882126,Other
ACH-000756,-0.05079940868819188,GI1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.775363363731085,Other
ACH-000757,-1.118670784568838,A427,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.684923906861412,Other
ACH-000758,-0.4324757476960881,MKN74,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.244221104725728,Other
ACH-000760,-0.22618329130861659,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.601585101421046,Other
ACH-000762,-0.8424151502068982,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.581633702098689,Other
ACH-000763,-1.1404252722327242,MM1S,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.030942959790634,Other
ACH-000764,-0.32160118134943677,SH10TC,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.072936483296996,Other
ACH-000739,-0.3102144746708564,HEPG2,Hepatoblastoma,Liver,Hepatoblastoma,8.939461678362786,Other
ACH-000740,-1.1648551480451725,A253,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.31027194729777,Other
ACH-000741,-1.2347479336475282,UBLC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.475429460383916,Other
ACH-000746,-0.6392397202304965,GSS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.578863256358575,Other
ACH-000747,-0.6245221770853913,NCIH1703,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.295998461911388,Other
ACH-000748,-0.3553464867916237,SJSA1,Osteosarcoma,Bone,Osteosarcoma,11.976134472831657,Other
ACH-000749,-0.37471785829139154,DMS273,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.132191236238452,Other
ACH-000753,-0.6654711488532082,JMSU1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.597680143715891,Other
ACH-000722,-0.5407851009940957,SNUC1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.979996729474191,Other
ACH-000724,-0.5049143584558544,HT1376,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.327889420733174,Other
ACH-000725,-0.37761504551876307,HCC202,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,10.58665216912537,Other
ACH-000732,-0.4582631641866173,PECAPJ41CLONED2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.232300997416592,Other
ACH-000734,-0.9753867853441722,JHH5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.647278528076871,Other
ACH-000735,-1.3543606000045805,PECAPJ49,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.41848513714593,Other
ACH-000736,-0.44329975529935256,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.622234890967423,Other
ACH-000738,-0.7071503997091859,GB1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.488743946649308,Other
ACH-000805,-0.23182492528859283,COLO679,Melanoma,Skin,Melanoma,9.859255227428424,Other
ACH-000807,-0.5180716159273777,SNU738,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.72553667843106,Other
ACH-000809,-2.1569620298090877,KYSE410,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.690434556395054,Other
ACH-000810,-0.1227760332889789,SKMEL30,Melanoma,Skin,Melanoma,10.92429292109888,Other
ACH-000811,-0.18216528109383245,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.729280846027402,Other
ACH-000817,-1.0025235284852971,RPMI8226,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.24460168773681,Other
ACH-000819,-0.5175114278902965,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma,11.167418145831736,Other
ACH-000820,-0.6794057629592272,SW403,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.581106408156792,Other
ACH-000794,-1.0589852287794712,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.94110631094643,Other
ACH-000796,-1.4974275304227485,MCAS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.171176797651771,Other
ACH-000798,-0.9758480591620668,CL40,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.24281683653688,Other
ACH-000799,-0.38591462172152213,HS695T,Melanoma,Skin,Melanoma,10.163272287068068,Other
ACH-000800,-0.47432019061786224,NCIH446,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.100399529087197,Other
ACH-000801,-0.1154589501157689,HS936T,Melanoma,Skin,Melanoma,9.36273287432728,Other
ACH-000802,-0.4871007486833282,BFTC905,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.2740286490558,Other
ACH-000804,-0.5058916451373211,NB1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.8598142911757,Other
ACH-000784,-0.4365950544286862,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,8.986012660042519,Other
ACH-000785,-0.24846724958519412,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.085605236783962,Other
ACH-000787,-1.2943008582219278,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.432583656514538,Other
ACH-000788,-0.14863490667801516,A2058,Melanoma,Skin,Melanoma,10.45409362036545,Other
ACH-000790,-0.3192120770620279,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.570140322677345,Other
ACH-000791,-0.46102508442583146,RERFLCAD1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.325193003704856,Other
ACH-000792,-0.28728072806649524,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.603589257233368,Other
ACH-000793,-0.10400125690585027,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.177668686602392,Other
ACH-000774,-0.25723319461021094,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.37514806393166,Other
ACH-000775,-0.29929266713775177,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.914609367843417,Other
ACH-000776,-0.5724610902175601,ONS76,Embryonal Tumor,CNS/Brain,Embryonal Tumor,9.84494109514256,Other
ACH-000777,-0.7070870415020492,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.135888810317102,Other
ACH-000778,-1.0077794875907529,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,11.197892414118328,Other
ACH-000781,-0.4500229678618506,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.745237332129747,Other
ACH-000782,-0.6281644901337725,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,10.516389486624844,Other
ACH-000783,-0.7235560490382441,CAMA1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,11.178291369956566,Other
ACH-000851,-0.7200315160272313,MORCPR,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.81509504825471,Other
ACH-000853,-0.8344838361416487,NCIH661,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.098558517938413,Other
ACH-000855,-1.4092882134926474,KYSE150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.388361768403335,Other
ACH-000856,-0.797609093038437,CAL51,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.80340464957736,Other
ACH-000858,-0.3931214899444403,KNS62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.031880365587185,Other
ACH-000859,-1.3295103690960741,HCC1954,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,10.338067797542616,Other
ACH-000860,-0.3415350719015868,NCIH358,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.685362029808353,Other
ACH-000861,-0.26844447899057544,HOP62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.755555261972145,Other
ACH-000840,-0.596057736119062,HCC366,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,12.108230399290134,Other
ACH-000841,-0.6071708102621248,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.403012023574997,Other
ACH-000843,-1.8186082397966001,HARA,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.171427026607544,Other
ACH-000845,-0.5594318687797483,NCIH1373,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.782523236801692,Other
ACH-000846,-1.1726797159823814,FADU,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,11.8703261855474,Other
ACH-000847,-0.5387196242473947,HGC27,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.555931161242968,Other
ACH-000848,-0.8160910736894896,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.557846582449564,Other
ACH-000849,-0.22289275558912452,MDAMB468,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.686588066702123,Other
ACH-000832,-0.9802596515050224,CAL27,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.353918703476232,Other
ACH-000833,-0.519360409141019,RH30,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,10.334161530782104,Other
ACH-000834,-0.6843172029309098,UMUC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.67521609464403,Other
ACH-000835,-0.16715153154268525,GCT,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,10.990600381159627,Other
ACH-000836,-0.6698404238457761,YD15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.124250579786882,Other
ACH-000837,-0.4497708950563553,NCIH322,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.379161729929796,Other
ACH-000838,-0.8662196570832362,AMO1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.117279460053922,Other
ACH-000839,-0.8766311635071787,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,10.33125287044022,Other
ACH-000821,-1.1681339008225322,EJM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.51682281119053,Other
ACH-000822,-0.2881503437053119,SKMEL24,Melanoma,Skin,Melanoma,10.849952361110184,Other
ACH-000823,-1.0287603288381715,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.60725632749144,Other
ACH-000824,-0.6859252747171614,KYSE510,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.953978144440311,Other
ACH-000826,-0.8606973904919107,CAL12T,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.46178637102753,Other
ACH-000827,-0.2919023243316831,WM793,Melanoma,Skin,Melanoma,10.7563895273287,Other
ACH-000829,-1.1922345750936445,HUNS1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.291055555458048,Other
ACH-000831,-0.7216943861264002,HEC50B,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.34207466799914,Other
ACH-000896,-0.6540684452995057,647V,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,11.312429206250613,Other
ACH-000898,-0.16108609732711882,SNU719,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.492834596509894,Other
ACH-000899,-0.22629414543123372,WM88,Melanoma,Skin,Melanoma,10.127091548383024,Other
ACH-000900,-1.1537792913842742,NCIH23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.871427852961872,Other
ACH-000901,-0.4691589759000744,HCC1359,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.637077657143664,Other
ACH-000903,-0.20619241712012126,FTC133,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer,10.353698209048035,Other
ACH-000905,-1.2584108488982442,5637,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,11.319615676374877,Other
ACH-000906,-0.39085386799522837,ES2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,11.130956602599252,Other
ACH-000884,-0.4602801836699727,MDAMB435S,Melanoma,Skin,Melanoma,10.452344212847327,Other
ACH-000885,-0.20888614058371174,TOV21G,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.166163082646111,Other
ACH-000886,-1.35755147989076,NCIH2009,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.43816807435673,Other
ACH-000887,-0.5028278070118584,SF172,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.002393113267187,Other
ACH-000888,-0.25760382948642074,NCIH1793,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.583440105328329,Other
ACH-000889,-1.3069004673388522,KMM1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.223036337901874,Other
ACH-000890,-0.2207422103236215,SW1271,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.447289901239142,Other
ACH-000894,-0.13418592195309964,NCIH1869,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.476037337516878,Other
ACH-000872,-0.666080656812395,HCC515,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.58852726042246,Other
ACH-000873,-0.3371908268836433,KYSE270,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.597605660892834,Other
ACH-000876,-0.252506325805303,MDAMB415,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.713128714351262,Other
ACH-000878,-0.6130788845041967,HCC15,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.760719947465624,Other
ACH-000879,-0.06289353652002405,MFE296,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.513234113806051,Other
ACH-000880,-0.5326629666390477,AGS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.61351323604383,Other
ACH-000881,-0.3311019904808309,MELJUSO,Melanoma,Skin,Melanoma,10.278333294522936,Other
ACH-000882,-0.01795521240253395,IGR1,Melanoma,Skin,Melanoma,9.699850034767408,Other
ACH-000862,-0.3259613901850087,KMBC2,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.925747280820527,Other
ACH-000863,-0.5096825715317602,DBTRG05MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.256562535982267,Other
ACH-000864,0.25180780964773486,COLO684,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.37427877413153,Other
ACH-000865,-1.6038252060675575,KYSE450,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.661920579135089,Other
ACH-000866,-1.0379577037298602,NCIH1048,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.313676672857424,Other
ACH-000867,-0.0837128902333989,CHAGOK1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.176297836462556,Other
