Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-002278,0.15522355176107783,NB10,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002269,0.021103365680498073,LNZTA3WT4,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-000025,0.19990310563574154,CH157MN,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor,7.179909090014935,Other
ACH-000039,0.12364195643891589,SKNMC,Ewing Sarcoma,Bone,Ewing Sarcoma,5.533874777258546,Other
ACH-002693,-0.093147209206196,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,5.4432751117658045,Other
ACH-000036,0.3593387985012098,U343,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.192292814470767,Other
ACH-000035,0.015275208870267273,NCIH1650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.081723090644876,Other
ACH-000030,0.025729174097177482,PC14,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.080231272019264,Other
ACH-000029,0.158279600382034,HCC827GR5,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.494735604862796,Other
ACH-000028,0.23096839036352296,KPL1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.877253453876608,Other
ACH-000026,-0.00394702396292429,253JBV,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.278356528010724,Other
ACH-002021,-0.01983780095120896,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease,6.035623909730721,Other
ACH-000024,0.23522854864763632,OPM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.0457050645108,Other
ACH-000023,0.033735157164081986,PATU8988T,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.159669547136702,Other
ACH-000022,0.05745033710159362,PATU8988S,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.870857864363762,Other
ACH-000021,0.1256767231680776,NCIH1693,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.412781525338476,Other
ACH-000019,0.14840437486450564,MCF7,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.956056652412403,Other
ACH-000018,0.0495232662970505,T24,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.772413554748482,Other
ACH-000017,0.08869015216340372,SKBR3,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.007195501404204,Other
ACH-001652,0.01714012265497858,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,4.868390453054454,Other
ACH-001669,0.5718133201621382,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,4.625854931368057,Other
ACH-001668,0.1559350599011683,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,3.973611275519472,Other
ACH-001664,-0.07722824356938753,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.646162657157894,Other
ACH-001662,-0.05552625344295255,SNU2372,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,2.211012193485512,Other
ACH-001656,0.409700675436492,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.224580566083445,Other
ACH-001655,-0.26013835690921905,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal,7.373213179808043,Other
ACH-001654,0.16708675400222067,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,7.268658955027671,Other
ACH-001653,-0.012372168061496297,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.236683944559009,Other
ACH-001670,0.16082800808517503,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.709290635723358,Other
ACH-001651,0.0044300713449848955,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,7.794090898437731,Other
ACH-001650,0.13603695699381574,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma,7.951051533288609,Other
ACH-001649,0.03816060026236853,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,6.203788453308596,Other
ACH-001648,0.08243346728488735,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,6.730639955916791,Other
ACH-001647,0.38433529861141374,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,3.7676547982373454,Other
ACH-001645,0.9960867020411968,SEKI,Melanoma,Skin,Melanoma,6.935341875748287,Other
ACH-001642,0.21194654789687611,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.076388068512841,Other
ACH-001641,0.049618305387034385,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.590961241342599,Other
ACH-001691,0.06987128943098009,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.949184721814688,Other
ACH-001702,0.3965915224774459,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma,7.459513587617796,Other
ACH-001701,0.2440831163770557,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.618679150751557,Other
ACH-001699,-0.01004095096647055,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.87921563716567,Other
ACH-001698,0.14023723096271504,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.542258049766918,Other
ACH-001696,0.1082090700608926,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.861707286585856,Other
ACH-001695,0.11858104186083006,UPCISCC099,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.611762560064872,Other
ACH-001694,0.039061965040720355,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.173527238122508,Other
ACH-001692,0.059227198335758235,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.96116025813664,Other
ACH-001639,0.3164375036426211,ROS50,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-001690,0.08997508886198846,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.533874777258546,Other
ACH-001688,0.7710547089094445,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,2.726831217032493,Other
ACH-001685,0.06423095502058553,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.012121672712217,Other
ACH-001683,-0.051112867277640264,UACC3133,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.599317793698226,Other
ACH-001677,-0.2573896725719436,U2904,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.97865326490861,Other
ACH-001675,0.09091591504616504,TR146,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-001674,0.10224024719551326,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.6742629002007705,Other
ACH-001673,0.07271842241227822,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.55236169964577,Other
ACH-001568,0.02218971402248328,MM386,Melanoma,Skin,Melanoma,3.761285273361619,Other
ACH-001607,0.07812948407731113,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,7.84253891867594,Other
ACH-001606,0.06783833214438469,NO11,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-001605,0.1841509592043081,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.403012023574997,Other
ACH-001603,0.05932763134222688,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.343407822297814,Other
ACH-001578,0.10045507434635155,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,5.693765712217783,Other
ACH-001577,0.3331746277287396,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,3.982765462583646,Other
ACH-001574,0.08227248581910762,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,2.2234225499349374,Other
ACH-001570,-0.04385599899706312,MM426,Melanoma,Skin,Melanoma,5.77663042305105,Other
ACH-001608,0.11133799882395094,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.907852071845964,Other
ACH-001567,0.20750696780533073,MM383,Melanoma,Skin,Melanoma,5.260402093025793,Other
ACH-001566,0.10699220044023126,MM370,Melanoma,Skin,Melanoma,6.368593762650854,Other
ACH-001563,0.16959483641303444,MM127,Melanoma,Skin,Melanoma,5.947432389471365,Other
ACH-001562,0.17817103455757033,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,8.543882488739575,Other
ACH-001560,0.04903891668392733,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.506208389306745,Other
ACH-001559,-0.00252536600491049,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.534497433738168,Other
ACH-001558,0.1293593765709207,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.3150589663166246,Other
ACH-001557,0.17113789900715737,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,7.352529025636305,Other
ACH-001623,0.029673766396449558,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.053654417603144,Other
ACH-001634,0.18628482200500804,PGA1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.169123281476757,Other
ACH-001632,0.1759848623193052,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.056583528366367,Other
ACH-001630,0.04160965671570842,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.174725987706133,Other
ACH-001628,0.20405538928765243,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.871104373555458,Other
ACH-001627,0.06069141012968458,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.520107901637548,Other
ACH-001626,0.1225604752814946,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.209843230525496,Other
ACH-001625,0.1316857748518101,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.832826736678783,Other
ACH-001624,0.20740148532642316,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.778734244117836,Other
ACH-001707,0.31905582826893286,WAOSEL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.416164164733128,Other
ACH-001622,0.22198781839715578,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.198297694860147,Other
ACH-001619,0.02072236633476919,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,7.651195235782887,Other
ACH-001618,0.4421063766027553,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.2935176304174245,Other
ACH-001616,0.018215597482804116,OCILY18,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.82781902461732,Other
ACH-001613,0.3754052379432424,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.463360885816658,Other
ACH-001611,-0.001752029484356224,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.9276002063631745,Other
ACH-001610,0.3309052853801584,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.902133891387877,Other
ACH-001609,0.017445643769835942,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.967975516209827,Other
ACH-001864,-0.011532079985648022,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.895787316463311,Other
ACH-001977,0.016494929906759326,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.1969217338203295,Other
ACH-001975,0.2786341992309526,MM576,Melanoma,Skin,Melanoma,6.399854673572431,Other
ACH-001973,0.03761267156381688,MM485,Melanoma,Skin,Melanoma,7.4129508458058835,Other
ACH-001972,-0.028046692364286988,MM473,Melanoma,Skin,Melanoma,6.373474214465289,Other
ACH-001970,0.17098235195673978,MM253,Melanoma,Skin,Melanoma,4.70984201927331,Other
ACH-001961,-0.07773258232783035,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,5.7230123963923685,Other
ACH-001960,0.19073040774994626,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.92184093707449,Other
ACH-001959,0.07910150122898453,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.249824548616183,Other
ACH-001982,0.10025494900104343,NZM3,Melanoma,Skin,Melanoma,5.612057559563064,Other
ACH-001863,0.059651283247456555,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.051807107013298,Other
ACH-001862,0.05109472962827091,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,6.234194722953812,Other
ACH-001861,-0.11107509910751225,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,7.1969217338203295,Other
ACH-001858,0.1247808788738333,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.168822521590837,Other
ACH-001857,-0.09063976461014579,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.332886916959597,Other
ACH-001856,0.07727945386682053,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.187055089968057,Other
ACH-001853,0.029497136985089267,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,5.490890978894291,Other
ACH-001852,-0.012720623858000615,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.41193462479118,Other
ACH-002002,0.23445099116858886,A375SKINCJ2,Melanoma,Skin,Melanoma,7.307883849494871,Other
ACH-002020,0.10434867570018937,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,6.352087577990227,Other
ACH-002019,0.09819852814082963,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix,7.783587612018469,Other
ACH-002018,0.09439493308364233,OMM25,Ocular Melanoma,Eye,Ocular Melanoma,6.3275077345872095,Other
ACH-002016,0.03488219214473938,MEL290,Ocular Melanoma,Eye,Ocular Melanoma,7.202907418141741,Other
ACH-002015,0.014116758098924473,MEL285,Ocular Melanoma,Eye,Ocular Melanoma,6.908212460300535,Other
ACH-002014,0.11343712426966392,MEL270,Ocular Melanoma,Eye,Ocular Melanoma,5.119771161952904,Other
ACH-002004,0.031839282098248725,UACC62SKINCJ1,Melanoma,Skin,Melanoma,6.600358967544769,Other
ACH-002003,0.062217079446978206,A375SKINCJ3,Melanoma,Skin,Melanoma,5.763145958149476,Other
ACH-001850,-0.031892286100453096,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,6.550131104144458,Other
ACH-002001,0.1499681446425275,A375SKINCJ1,Melanoma,Skin,Melanoma,5.704041954821288,Other
ACH-001999,0.0073398038561728884,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.527320607877047,Other
ACH-001997,-0.10081079715117398,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.3957483281790335,Other
ACH-001993,0.05800900784892669,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,7.697871100350571,Other
ACH-001992,0.11365766395108938,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.690277401023435,Other
ACH-001991,-0.10084162496803216,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.486392594275964,Other
ACH-001990,0.0791486979478291,NZM7,Melanoma,Skin,Melanoma,6.613826290934041,Other
ACH-001986,0.12631968598318968,NZM42,Melanoma,Skin,Melanoma,5.407012773516011,Other
ACH-001745,0.010374340514537117,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.210232990095849,Other
ACH-001796,0.22627570619382498,95T1000,Liposarcoma,Soft Tissue,Liposarcoma,6.768449015180547,Other
ACH-001795,-0.21928826349394942,94T778,Liposarcoma,Soft Tissue,Liposarcoma,7.498011462426041,Other
ACH-001794,0.23070222932306905,93T449,Liposarcoma,Soft Tissue,Liposarcoma,7.712870867689905,Other
ACH-001793,0.04684143775919105,LPS27,Liposarcoma,Soft Tissue,Liposarcoma,7.329123596291566,Other
ACH-001791,-0.02737334845359081,LPS6,Liposarcoma,Soft Tissue,Liposarcoma,5.7718855785153655,Other
ACH-001786,0.010068864195964339,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.905928478173135,Other
ACH-001765,0.15672993804678365,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,4.597531174224212,Other
ACH-001750,0.015222476723695672,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.312882955284356,Other
ACH-001799,-0.014378248066253374,LPS141,Liposarcoma,Soft Tissue,Liposarcoma,7.620586410451877,Other
ACH-001740,-0.11184462727311985,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.951867504326902,Other
ACH-001737,-0.04336558673989112,CTV1DM,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,5.2671612180222604,Other
ACH-001736,0.15751225843371292,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.972692654004264,Other
ACH-001735,0.17629472370207006,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.5915597458278015,Other
ACH-001719,0.12935165300585344,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,8.116395949311235,Other
ACH-001715,0.03130282717480154,CAL72,Osteosarcoma,Bone,Osteosarcoma,6.427270935173585,Other
ACH-001711,0.19579269883537853,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,4.802710219291343,Other
ACH-001709,0.027900174898948193,WSUNHL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.665051614289214,Other
ACH-001836,0.060407831526766195,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.57243496598233,Other
ACH-001849,0.14607200112505092,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.722466024471091,Other
ACH-001848,-0.08046233259571693,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.063988217117528,Other
ACH-001844,-0.017299921531022083,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.008148459910094,Other
ACH-001843,0.17304088661360695,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.395405604566331,Other
ACH-001842,0.1652302000456357,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.082681302950349,Other
ACH-001841,0.037717900820136346,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.017142464047749,Other
ACH-001839,0.16201932720655898,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.028900615734332,Other
ACH-001838,-0.039299420421644735,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.069530325162305,Other
ACH-000861,-0.06164188290299931,HOP62,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.511594541537413,Other
ACH-001835,-0.0012155387006758944,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,7.968263588541785,Other
ACH-001834,0.22764669332009269,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,8.142158125249702,Other
ACH-001820,0.22225017490499427,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS",5.713420884868084,Other
ACH-001819,0.14536432750063483,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.964629666720595,Other
ACH-001814,-0.051041000387982524,OS252,Osteosarcoma,Bone,Osteosarcoma,8.41726181705726,Other
ACH-001804,-0.010580053304609649,LPS510,Liposarcoma,Soft Tissue,Liposarcoma,7.790055203127205,Other
ACH-001802,-0.02189341492091504,LPS853,Liposarcoma,Soft Tissue,Liposarcoma,7.05528243550119,Other
ACH-000304,-0.147497633543964,WM115,Melanoma,Skin,Melanoma,6.927185357826367,Other
ACH-000315,0.31006684055804723,KARPAS422,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,7.472000292140353,Other
ACH-000313,0.49384248478904685,KMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.125568451778029,Other
ACH-000312,0.16062185732742146,SKNBE2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.268471822912371,Other
ACH-000311,0.21145370470529623,NCIH2122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.163398094353162,Other
ACH-000310,0.007299018689772119,IMR32,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.122258567811998,Other
ACH-000308,0.15254090790119604,EFO21,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.7167165917059695,Other
ACH-000307,0.17717915655555888,PK1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.154007947559024,Other
ACH-000305,0.14485871722754975,ECGI10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.527946098908258,Other
ACH-000316,0.21988971636462296,SNU886,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.739713113689556,Other
ACH-000303,0.11787340517363237,SNU5,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.9282518702876015,Other
ACH-000302,0.19866542839230447,SNU1077,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,6.490088723943468,Other
ACH-000296,0.0028531067012129707,OUMS23,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.020146573111776,Other
ACH-000295,-0.09063960313171361,EM2,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,4.319039815562536,Other
ACH-000294,-0.4384047695092698,NB4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.397118409042582,Other
ACH-000293,-0.006543773867290131,KLE,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.860962797858116,Other
ACH-000292,0.08312749676324817,NCIH841,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.787118982813345,Other
ACH-000291,-0.06314186772996784,OV90,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.384740587292384,Other
ACH-000326,-0.08921391021399373,JURLMK1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,4.413458688007979,Other
ACH-000337,0.06846852082511379,NCIH3122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.509220776331963,Other
ACH-000336,0.22020915218106213,OCIAML3,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,3.7516779456875775,Other
ACH-000335,0.0473278877035636,MSTO211H,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.309612772454123,Other
ACH-000334,0.9257532133524748,DB,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.375387026828883,Other
ACH-000332,0.1282012391613195,YAPC,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.086826217702072,Other
ACH-000331,-0.03744079942360819,ISTMES2,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.268846062873196,Other
ACH-000330,0.2068738415726719,EFM19,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.632559052117953,Other
ACH-000329,0.003951325933504016,CCFSTTG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.344384686417484,Other
ACH-000290,0.13169545001796967,NCIH209,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.842727469292544,Other
ACH-000325,0.25709253598541176,SNU620,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.856487779495678,Other
ACH-000324,0.21782711578174777,JHOC5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,8.284430847182573,Other
ACH-000323,-0.08719966112127438,42MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.28155916610937,Other
ACH-000322,0.24027703060934236,HT144,Melanoma,Skin,Melanoma,7.487759658601387,Other
ACH-000320,0.061928646544395394,PSN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,7.176921111644362,Other
ACH-000319,-0.09090311934834742,MPP89,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.982537314399271,Other
ACH-000318,-0.17491961065809658,TE10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.329841176530628,Other
ACH-000317,0.01812304707958609,TUHR14TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.678071905112638,Other
ACH-000253,-0.06694219411403164,COLO201,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.943921326553485,Other
ACH-000262,0.12474833702276102,UOK101,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.1815001517046095,Other
ACH-000261,0.051381015094293964,RERFLCAI,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.312338439316053,Other
ACH-000260,0.048216555194596014,SKNAS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,7.098242680003582,Other
